state,city,udid_loyal,udid_churned,total,perc_churn,index
TELANGANA,SAIDAPUR,17,2,19,10.5%,1.315789474
TELANGANA,QUTUBULLAPUR,874,102,976,10.5%,1.306352459
GUJARAT,PADRA,120,14,134,10.4%,1.305970149
ANDHRA PRADESH,PARVATHIPURAM,60,7,67,10.4%,1.305970149
TELANGANA,GAJWEL,60,7,67,10.4%,1.305970149
DELHI,DARYA GANJ,627,73,700,10.4%,1.303571429
JHARKHAND,GUMLA,43,5,48,10.4%,1.302083333
WEST BENGAL,MAYURESWAR-II,43,5,48,10.4%,1.302083333
MAHARASHTRA,JALNA,241,28,269,10.4%,1.301115242
UTTAR PRADESH,THAKURDWARA,112,13,125,10.4%,1.3
GUJARAT,KADI,207,24,231,10.4%,1.298701299
GUJARAT,BORSAD,69,8,77,10.4%,1.298701299
ANDHRA PRADESH,NARASAPURAM,78,9,87,10.3%,1.293103448
ASSAM,KARIMGANJ,52,6,58,10.3%,1.293103448
MAHARASHTRA,KOREGAON,52,6,58,10.3%,1.293103448
MAHARASHTRA,NILANGA,52,6,58,10.3%,1.293103448
UTTAR PRADESH,MILAK,52,6,58,10.3%,1.293103448
HARYANA,GANAUR,26,3,29,10.3%,1.293103448
HARYANA,MAHAM,26,3,29,10.3%,1.293103448
RAJASTHAN,AHORE,26,3,29,10.3%,1.293103448
RAJASTHAN,HINDAUN,26,3,29,10.3%,1.293103448
GUJARAT,MANGROL,174,20,194,10.3%,1.288659794
KARNATAKA,SHIKARPUR,87,10,97,10.3%,1.288659794
JAMMU AND KASHMIR,DODA,61,7,68,10.3%,1.286764706
KARNATAKA,YELBARGA,131,15,146,10.3%,1.284246575
BIHAR,BEGUSARAI,105,12,117,10.3%,1.282051282
ANDHRA PRADESH,KOYYALAGUDEM,35,4,39,10.3%,1.282051282
ANDHRA PRADESH,NELLIMARLA,35,4,39,10.3%,1.282051282
MAHARASHTRA,WARDHA,132,15,147,10.2%,1.275510204
TAMIL NADU,PALLIPATTU,88,10,98,10.2%,1.275510204
ANDHRA PRADESH,KALLA,44,5,49,10.2%,1.275510204
ASSAM,HAJO,44,5,49,10.2%,1.275510204
PUDUCHERRY,BAHOUR,44,5,49,10.2%,1.275510204
RAJASTHAN,GANGAPUR,44,5,49,10.2%,1.275510204
UTTAR PRADESH,MANJHANPUR,44,5,49,10.2%,1.275510204
HARYANA,SOHNA,185,21,206,10.2%,1.274271845
BIHAR,NAWADA,97,11,108,10.2%,1.273148148
ODISHA,ROURKELA,53,6,59,10.2%,1.271186441
GUJARAT,LODHIKA,124,14,138,10.1%,1.268115942
MAHARASHTRA,SHIROL,62,7,69,10.1%,1.268115942
TAMIL NADU,USILAMPATTI,62,7,69,10.1%,1.268115942
JAMMU AND KASHMIR,RANBIR SINGH PORA,80,9,89,10.1%,1.264044944
GUJARAT,VAGRA,187,21,208,10.1%,1.262019231
GUJARAT,SANAND,214,24,238,10.1%,1.260504202
DADRA AND NAGAR HAVELI,DADRA & NAGAR HAVELI,259,29,288,10.1%,1.258680556
UTTAR PRADESH,BILARI,117,13,130,10.0%,1.25
MAHARASHTRA,SHIRPUR,90,10,100,10.0%,1.25
ASSAM,BISWANATH,54,6,60,10.0%,1.25
HARYANA,GUHLA,54,6,60,10.0%,1.25
ANDHRA PRADESH,ADDANKI,45,5,50,10.0%,1.25
GUJARAT,DEHGAM,45,5,50,10.0%,1.25
GUJARAT,RAPAR,45,5,50,10.0%,1.25
HARYANA,BADDI,45,5,50,10.0%,1.25
HARYANA,CHANDIGARH,45,5,50,10.0%,1.25
MAHARASHTRA,LOHA,36,4,40,10.0%,1.25
TELANGANA,SARANGAPUR,36,4,40,10.0%,1.25
ANDHRA PRADESH,GURAZALA,27,3,30,10.0%,1.25
ASSAM,BIHPURIA,27,3,30,10.0%,1.25
ASSAM,BONGAIGAON,27,3,30,10.0%,1.25
GUJARAT,KHERALU,27,3,30,10.0%,1.25
MAHARASHTRA,KAVATHEMAHANKAL,27,3,30,10.0%,1.25
ANDHRA PRADESH,KALIGIRI,18,2,20,10.0%,1.25
ANDHRA PRADESH,POLAVARAM,18,2,20,10.0%,1.25
BIHAR,BISFI,18,2,20,10.0%,1.25
BIHAR,NAUGACHHIA,18,2,20,10.0%,1.25
BIHAR,PANDAUL,18,2,20,10.0%,1.25
CHHATTISGARH,AMBAGARH,18,2,20,10.0%,1.25
CHHATTISGARH,BERLA,18,2,20,10.0%,1.25
GUJARAT,VADALI,18,2,20,10.0%,1.25
HIMACHAL PRADESH,CHACHYOT,18,2,20,10.0%,1.25
MADHYA PRADESH,BEGAMGANJ,18,2,20,10.0%,1.25
MADHYA PRADESH,SIHAWAL,18,2,20,10.0%,1.25
RAJASTHAN,KARANPUR,18,2,20,10.0%,1.25
TELANGANA,MADNOOR,18,2,20,10.0%,1.25
ANDHRA PRADESH,AINAVILLI,9,1,10,10.0%,1.25
ANDHRA PRADESH,BELLARY,9,1,10,10.0%,1.25
ANDHRA PRADESH,GURRAM KONDA,9,1,10,10.0%,1.25
BIHAR,BARAHIYA,9,1,10,10.0%,1.25
BIHAR,SHEOSAGAR,9,1,10,10.0%,1.25
GUJARAT,DHANSURA,9,1,10,10.0%,1.25
JAMMU AND KASHMIR,PATHANKOT,9,1,10,10.0%,1.25
JHARKHAND,MERAL (PIPRA KALAN),9,1,10,10.0%,1.25
MADHYA PRADESH,DHANORA,9,1,10,10.0%,1.25
MADHYA PRADESH,JHIRANYA,9,1,10,10.0%,1.25
MADHYA PRADESH,NARWAR,9,1,10,10.0%,1.25
MADHYA PRADESH,SEONDHA,9,1,10,10.0%,1.25
MADHYA PRADESH,SHAMSHABAD,9,1,10,10.0%,1.25
MAHARASHTRA,LOHARA,9,1,10,10.0%,1.25
MAHARASHTRA,NANDGAON-KHANDESHWAR,9,1,10,10.0%,1.25
MANIPUR,LAMSHANG,9,1,10,10.0%,1.25
ODISHA,NUAPADA,9,1,10,10.0%,1.25
PUNJAB,DERA BABA NANAK,9,1,10,10.0%,1.25
RAJASTHAN,DHARIAWAD,9,1,10,10.0%,1.25
RAJASTHAN,GOGUNDA,9,1,10,10.0%,1.25
TELANGANA,BACHANNAPET,9,1,10,10.0%,1.25
TELANGANA,MUNPALLE,9,1,10,10.0%,1.25
UTTAR PRADESH,MAWANA,208,23,231,10.0%,1.244588745
HARYANA,FATEHABAD,82,9,91,9.9%,1.236263736
KARNATAKA,CHANNAGIRI,155,17,172,9.9%,1.235465116
UTTAR PRADESH,BAGHPAT,73,8,81,9.9%,1.234567901
UTTAR PRADESH,SIKANDARABAD,137,15,152,9.9%,1.233552632
GUJARAT,JETPUR,110,12,122,9.8%,1.229508197
ANDHRA PRADESH,BUCHIREDDIPALEM,55,6,61,9.8%,1.229508197
JHARKHAND,MEDININAGAR (DALTONGANJ),55,6,61,9.8%,1.229508197
GUJARAT,HALVAD,92,10,102,9.8%,1.225490196
ANDHRA PRADESH,MACHERLA,46,5,51,9.8%,1.225490196
JAMMU AND KASHMIR,KISHTWAR,46,5,51,9.8%,1.225490196
MAHARASHTRA,BHADRAVATI,46,5,51,9.8%,1.225490196
MAHARASHTRA,SILLOD,46,5,51,9.8%,1.225490196
ANDHRA PRADESH,MUTHUKUR,83,9,92,9.8%,1.222826087
UTTAR PRADESH,BUDAUN,277,30,307,9.8%,1.221498371
GUJARAT,KALAVAD,37,4,41,9.8%,1.219512195
MADHYA PRADESH,KOTMA,37,4,41,9.8%,1.219512195
HARYANA,SONIPAT,324,35,359,9.7%,1.218662953
MADHYA PRADESH,MAHESHWAR,93,10,103,9.7%,1.213592233
UTTAR PRADESH,JAKHANIAN,93,10,103,9.7%,1.213592233
UTTAR PRADESH,BIDHUNA,84,9,93,9.7%,1.209677419
ASSAM,BOITAMARI,56,6,62,9.7%,1.209677419
ANDHRA PRADESH,KOWTHALAM,28,3,31,9.7%,1.209677419
ANDHRA PRADESH,MALIKIPURAM,28,3,31,9.7%,1.209677419
ANDHRA PRADESH,PAMUR,28,3,31,9.7%,1.209677419
CHHATTISGARH,PANDARIYA,28,3,31,9.7%,1.209677419
MADHYA PRADESH,GHATIYA,28,3,31,9.7%,1.209677419
MAHARASHTRA,AUNDHA (NAGNATH),28,3,31,9.7%,1.209677419
MAHARASHTRA,SAWANTWADI,28,3,31,9.7%,1.209677419
GUJARAT,MANDVI,131,14,145,9.7%,1.206896552
BIHAR,JAHANABAD,75,8,83,9.6%,1.204819277
GUJARAT,PARDI,601,64,665,9.6%,1.203007519
BIHAR,GAYA,216,23,239,9.6%,1.20292887
ANDHRA PRADESH,KALIKIRI,47,5,52,9.6%,1.201923077
GUJARAT,KAPADVANJ,47,5,52,9.6%,1.201923077
MADHYA PRADESH,DEPALPUR,47,5,52,9.6%,1.201923077
BIHAR,DINAPUR-CUM-KHAGAUL,198,21,219,9.6%,1.198630137
ANDHRA PRADESH,SULLURPETA,85,9,94,9.6%,1.196808511
KARNATAKA,MALAVALLI,161,17,178,9.6%,1.193820225
GUJARAT,ANAND,332,35,367,9.5%,1.192098093
MAHARASHTRA,UMARKHED,57,6,63,9.5%,1.19047619
MAHARASHTRA,WANI,57,6,63,9.5%,1.19047619
ANDHRA PRADESH,TEKKALI,38,4,42,9.5%,1.19047619
RAJASTHAN,NOHAR,38,4,42,9.5%,1.19047619
WEST BENGAL,POTHIA,38,4,42,9.5%,1.19047619
ANDHRA PRADESH,BAIREDDIPALLE,19,2,21,9.5%,1.19047619
ANDHRA PRADESH,JAMI,19,2,21,9.5%,1.19047619
ANDHRA PRADESH,KROSURU,19,2,21,9.5%,1.19047619
ANDHRA PRADESH,SANKHAVARAM,19,2,21,9.5%,1.19047619
ANDHRA PRADESH,VISSANNAPET,19,2,21,9.5%,1.19047619
BIHAR,HASANPURA,19,2,21,9.5%,1.19047619
BIHAR,KHARAGPUR,19,2,21,9.5%,1.19047619
CHHATTISGARH,PENDRA,19,2,21,9.5%,1.19047619
HIMACHAL PRADESH,JAI SINGHPUR,19,2,21,9.5%,1.19047619
JHARKHAND,CHANDANKIYARI,19,2,21,9.5%,1.19047619
MADHYA PRADESH,KHIRKIYA,19,2,21,9.5%,1.19047619
MAHARASHTRA,CHAMORSHI,19,2,21,9.5%,1.19047619
MAHARASHTRA,JAOLI,19,2,21,9.5%,1.19047619
TELANGANA,DAMMAPETA,19,2,21,9.5%,1.19047619
TELANGANA,PEBBAIR,19,2,21,9.5%,1.19047619
UTTARAKHAND,GHANSALI,19,2,21,9.5%,1.19047619
GUJARAT,GANDEVI,105,11,116,9.5%,1.185344828
TAMIL NADU,PERIYAKULAM,105,11,116,9.5%,1.185344828
MAHARASHTRA,IGATPURI,67,7,74,9.5%,1.182432432
BIHAR,DARBHANGA,192,20,212,9.4%,1.179245283
UTTARAKHAND,RAMNAGAR,96,10,106,9.4%,1.179245283
RAJASTHAN,PHULERA (HQ. SAMBHAR),48,5,53,9.4%,1.179245283
MAHARASHTRA,SANGOLE,77,8,85,9.4%,1.176470588
DELHI,CONNAUGHT PLACE,135,14,149,9.4%,1.174496644
TAMIL NADU,ARANI,116,12,128,9.4%,1.171875
MAHARASHTRA,BHANDARA,87,9,96,9.4%,1.171875
GUJARAT,DASADA,58,6,64,9.4%,1.171875
MADHYA PRADESH,KHAIRLANJI,58,6,64,9.4%,1.171875
ANDHRA PRADESH,MOGALTHUR,29,3,32,9.4%,1.171875
ANDHRA PRADESH,NARASANNAPETA,29,3,32,9.4%,1.171875
ANDHRA PRADESH,PALLIPATTU,29,3,32,9.4%,1.171875
BIHAR,MAHARAJGANJ,29,3,32,9.4%,1.171875
GUJARAT,CHANASMA,29,3,32,9.4%,1.171875
GUJARAT,SAYLA,29,3,32,9.4%,1.171875
GUJARAT,TALALA,29,3,32,9.4%,1.171875
HARYANA,ASSANDH,29,3,32,9.4%,1.171875
MAHARASHTRA,MAHAGAON,29,3,32,9.4%,1.171875
MAHARASHTRA,MANWATH,29,3,32,9.4%,1.171875
RAJASTHAN,DAUSA,29,3,32,9.4%,1.171875
RAJASTHAN,SHERGARH,29,3,32,9.4%,1.171875
TELANGANA,SULTANABAD,29,3,32,9.4%,1.171875
UTTARAKHAND,PAURI,29,3,32,9.4%,1.171875
RAJASTHAN,DANTA RAMGARH,97,10,107,9.3%,1.168224299
HARYANA,KARNAL,340,35,375,9.3%,1.166666667
TAMIL NADU,ARANTHANGI,68,7,75,9.3%,1.166666667
KARNATAKA,HUKERI,214,22,236,9.3%,1.165254237
GUJARAT,AMRELI,117,12,129,9.3%,1.162790698
ANDHRA PRADESH,ANANDAPURAM,39,4,43,9.3%,1.162790698
ANDHRA PRADESH,TIRUVURU,39,4,43,9.3%,1.162790698
BIHAR,RAJNAGAR,39,4,43,9.3%,1.162790698
HARYANA,GOHANA,39,4,43,9.3%,1.162790698
TELANGANA,PARGI,39,4,43,9.3%,1.162790698
TAMIL NADU,SULUR,361,37,398,9.3%,1.162060302
UTTARAKHAND,KOTDWARA,88,9,97,9.3%,1.159793814
KARNATAKA,ATHNI,372,38,410,9.3%,1.158536585
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1068,109,1177,9.3%,1.157604078
BIHAR,BUXAR,49,5,54,9.3%,1.157407407
MAHARASHTRA,MAN,49,5,54,9.3%,1.157407407
KARNATAKA,JEVARGI,108,11,119,9.2%,1.155462185
MAHARASHTRA,PEN,118,12,130,9.2%,1.153846154
MAHARASHTRA,VAIJAPUR,59,6,65,9.2%,1.153846154
KARNATAKA,YADGIR,305,31,336,9.2%,1.15327381
MAHARASHTRA,SHIRUR,325,33,358,9.2%,1.152234637
GUJARAT,GANDHIDHAM,276,28,304,9.2%,1.151315789
WEST BENGAL,PURULIA-II,237,24,261,9.2%,1.149425287
UTTAR PRADESH,NAGINA,79,8,87,9.2%,1.149425287
KARNATAKA,SRINIVASPUR,168,17,185,9.2%,1.148648649
WEST BENGAL,DEBRA,89,9,98,9.2%,1.147959184
UTTAR PRADESH,JANSATH,99,10,109,9.2%,1.146788991
DELHI,GANDHI NAGAR,724,73,797,9.2%,1.144918444
JHARKHAND,HAZARIBAG,140,14,154,9.1%,1.136363636
KARNATAKA,MOLAKALMURU,110,11,121,9.1%,1.136363636
MADHYA PRADESH,GOHARGANJ,90,9,99,9.1%,1.136363636
TAMIL NADU,KUNNAM,90,9,99,9.1%,1.136363636
BIHAR,MOTIHARI,70,7,77,9.1%,1.136363636
BIHAR,MUNGER,70,7,77,9.1%,1.136363636
MADHYA PRADESH,ANUPPUR,60,6,66,9.1%,1.136363636
MAHARASHTRA,CHANDVAD,50,5,55,9.1%,1.136363636
ANDHRA PRADESH,SATYAVEDU,30,3,33,9.1%,1.136363636
BIHAR,BASANTPUR,30,3,33,9.1%,1.136363636
CHHATTISGARH,BARAMKELA,30,3,33,9.1%,1.136363636
MAHARASHTRA,CHAKUR,30,3,33,9.1%,1.136363636
MAHARASHTRA,DARYAPUR,30,3,33,9.1%,1.136363636
MAHARASHTRA,JAFFERABAD,30,3,33,9.1%,1.136363636
TELANGANA,MANCHAL,30,3,33,9.1%,1.136363636
WEST BENGAL,MANBAZAR-I,30,3,33,9.1%,1.136363636
ANDHRA PRADESH,KOLIMIGUNDLA,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,KUDAIR,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,MADAKASIRA,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,MADDIKERA (EAST),20,2,22,9.1%,1.136363636
ANDHRA PRADESH,THAVANAMPALLE,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,THOTAPALLIGUDUR,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,VINJAMUR,20,2,22,9.1%,1.136363636
BIHAR,JANDAHA,20,2,22,9.1%,1.136363636
BIHAR,KALYANPUR,20,2,22,9.1%,1.136363636
MADHYA PRADESH,KIRNAPUR,20,2,22,9.1%,1.136363636
MADHYA PRADESH,MANPUR,20,2,22,9.1%,1.136363636
TELANGANA,BICHKUNDA,20,2,22,9.1%,1.136363636
TELANGANA,NARAYANKHED,20,2,22,9.1%,1.136363636
UTTARAKHAND,JOSHIMATH,20,2,22,9.1%,1.136363636
WEST BENGAL,HARISCHANDRAPUR-I,20,2,22,9.1%,1.136363636
WEST BENGAL,KETUGRAM-II,20,2,22,9.1%,1.136363636
ANDHRA PRADESH,GHANTASALA,10,1,11,9.1%,1.136363636
ANDHRA PRADESH,KAJULURU,10,1,11,9.1%,1.136363636
ANDHRA PRADESH,NANDIGAM,10,1,11,9.1%,1.136363636
ANDHRA PRADESH,RAMAGIRI,10,1,11,9.1%,1.136363636
ARUNACHAL PRADESH,ZIRO (SADAR),10,1,11,9.1%,1.136363636
BIHAR,BAIRGANIA,10,1,11,9.1%,1.136363636
BIHAR,BAISI,10,1,11,9.1%,1.136363636
BIHAR,BIBHUTPUR,10,1,11,9.1%,1.136363636
BIHAR,DESRI,10,1,11,9.1%,1.136363636
BIHAR,GAIGHAT,10,1,11,9.1%,1.136363636
BIHAR,KAKO,10,1,11,9.1%,1.136363636
BIHAR,LAKHNAUR,10,1,11,9.1%,1.136363636
BIHAR,MATIHANI,10,1,11,9.1%,1.136363636
BIHAR,NAGRA,10,1,11,9.1%,1.136363636
BIHAR,NASRIGANJ,10,1,11,9.1%,1.136363636
BIHAR,NAUTAN,10,1,11,9.1%,1.136363636
BIHAR,SHAHPUR,10,1,11,9.1%,1.136363636
BIHAR,SONO,10,1,11,9.1%,1.136363636
CHHATTISGARH,BHAIRAMGARH,10,1,11,9.1%,1.136363636
GUJARAT,DADRA & NAGAR HAVELI,10,1,11,9.1%,1.136363636
GUJARAT,SOJITRA,10,1,11,9.1%,1.136363636
HARYANA,ELLENABAD,10,1,11,9.1%,1.136363636
HIMACHAL PRADESH,BHARWAIN,10,1,11,9.1%,1.136363636
JHARKHAND,TISRI,10,1,11,9.1%,1.136363636
MADHYA PRADESH,GAURIHAR,10,1,11,9.1%,1.136363636
MAHARASHTRA,WADWANI,10,1,11,9.1%,1.136363636
ODISHA,JATNI,10,1,11,9.1%,1.136363636
ODISHA,SAMBALPUR (M),10,1,11,9.1%,1.136363636
RAJASTHAN,CHHATA,10,1,11,9.1%,1.136363636
RAJASTHAN,GHARSANA,10,1,11,9.1%,1.136363636
RAJASTHAN,MANDAL,10,1,11,9.1%,1.136363636
TELANGANA,ALLADURG,10,1,11,9.1%,1.136363636
TELANGANA,BOMMALARAMARAM,10,1,11,9.1%,1.136363636
TELANGANA,CHIGURUMAMIDI,10,1,11,9.1%,1.136363636
TELANGANA,CHINNACHINTAKUNTA,10,1,11,9.1%,1.136363636
TELANGANA,KOHEDA,10,1,11,9.1%,1.136363636
TELANGANA,KOHIR,10,1,11,9.1%,1.136363636
TELANGANA,KONARAOPETA,10,1,11,9.1%,1.136363636
TELANGANA,THIRUMALGIRI,10,1,11,9.1%,1.136363636
WEST BENGAL,BUNDWAN,10,1,11,9.1%,1.136363636
KARNATAKA,DODABALLAPURA,572,57,629,9.1%,1.132750397
GUJARAT,PATAN,241,24,265,9.1%,1.132075472
KARNATAKA,HOLALKERE,141,14,155,9.0%,1.129032258
BIHAR,SAMASTIPUR,101,10,111,9.0%,1.126126126
PUDUCHERRY,KARAIKAL,101,10,111,9.0%,1.126126126
GUJARAT,DHOLKA,91,9,100,9.0%,1.125
TELANGANA,SHAMIRPET,91,9,100,9.0%,1.125
RAJASTHAN,NAGAUR,71,7,78,9.0%,1.121794872
ANDHRA PRADESH,VENKATAGIRI,61,6,67,9.0%,1.119402985
ANDHRA PRADESH,BAPULAPADU,51,5,56,8.9%,1.116071429
MAHARASHTRA,RAHURI,51,5,56,8.9%,1.116071429
MAHARASHTRA,SATARA,235,23,258,8.9%,1.114341085
DELHI,DEFENCE COLONY,889,87,976,8.9%,1.114241803
HARYANA,JIND,92,9,101,8.9%,1.113861386
MEGHALAYA,MYLLIEM,92,9,101,8.9%,1.113861386
MAHARASHTRA,MIRAJ,266,26,292,8.9%,1.113013699
GUJARAT,UMBERGAON,164,16,180,8.9%,1.111111111
MAHARASHTRA,KHALAPUR,164,16,180,8.9%,1.111111111
TELANGANA,PARKAL,41,4,45,8.9%,1.111111111
KERALA,TIRUR,1356,132,1488,8.9%,1.108870968
KARNATAKA,GUNDLUPET,144,14,158,8.9%,1.107594937
ANDHRA PRADESH,THALLAREVU,72,7,79,8.9%,1.107594937
GUJARAT,BOTAD,155,15,170,8.8%,1.102941176
GUJARAT,MANSA,62,6,68,8.8%,1.102941176
ANDHRA PRADESH,PUSAPATIREGA,31,3,34,8.8%,1.102941176
ASSAM,BAGRIBARI (PT),31,3,34,8.8%,1.102941176
JAMMU AND KASHMIR,TANGMARG,31,3,34,8.8%,1.102941176
MADHYA PRADESH,RAJPUR,31,3,34,8.8%,1.102941176
PUNJAB,CHAMKAUR SAHIB,31,3,34,8.8%,1.102941176
PUNJAB,TALWANDI SABO,31,3,34,8.8%,1.102941176
RAJASTHAN,BALI,31,3,34,8.8%,1.102941176
TAMIL NADU,SENDURAI,31,3,34,8.8%,1.102941176
TELANGANA,RAIKAL,31,3,34,8.8%,1.102941176
UTTAR PRADESH,TULSIPUR,31,3,34,8.8%,1.102941176
GUJARAT,WANKANER,145,14,159,8.8%,1.100628931
ANDHRA PRADESH,MARKAPUR,114,11,125,8.8%,1.1
BIHAR,BHAGALPUR,539,52,591,8.8%,1.099830795
TAMIL NADU,NATHAM,52,5,57,8.8%,1.096491228
GUJARAT,BHAVNAGAR,490,47,537,8.8%,1.094040968
KARNATAKA,CHINCHOLI,73,7,80,8.8%,1.09375
ASSAM,HOJAI,94,9,103,8.7%,1.09223301
GUJARAT,VADODARA,2551,243,2794,8.7%,1.087151038
ANDHRA PRADESH,PALAKOLLU,63,6,69,8.7%,1.086956522
HARYANA,ADAMPUR,42,4,46,8.7%,1.086956522
UTTAR PRADESH,SUAR,42,4,46,8.7%,1.086956522
ASSAM,GORAIMARI,21,2,23,8.7%,1.086956522
BIHAR,AKBARPUR,21,2,23,8.7%,1.086956522
BIHAR,BHAGWANPUR HAT,21,2,23,8.7%,1.086956522
GUJARAT,MULI,21,2,23,8.7%,1.086956522
GUJARAT,NAWAPUR,21,2,23,8.7%,1.086956522
GUJARAT,PADDHARI,21,2,23,8.7%,1.086956522
HARYANA,KASAULI,21,2,23,8.7%,1.086956522
JHARKHAND,MADHUPUR,21,2,23,8.7%,1.086956522
JHARKHAND,NOAMUNDI,21,2,23,8.7%,1.086956522
MAHARASHTRA,BHOR,21,2,23,8.7%,1.086956522
MAHARASHTRA,CHANDURBAZAR,21,2,23,8.7%,1.086956522
MAHARASHTRA,LONAR,21,2,23,8.7%,1.086956522
PUNJAB,SAMANA,21,2,23,8.7%,1.086956522
RAJASTHAN,KHERAGARH,21,2,23,8.7%,1.086956522
TAMIL NADU,PANTHALUR,21,2,23,8.7%,1.086956522
TELANGANA,KASIPET,21,2,23,8.7%,1.086956522
TELANGANA,NELAKONDAPALLE,21,2,23,8.7%,1.086956522
GUJARAT,VYARA,95,9,104,8.7%,1.081730769
UTTAR PRADESH,TARABGANJ,95,9,104,8.7%,1.081730769
UTTAR PRADESH,UTRAULA,95,9,104,8.7%,1.081730769
GUJARAT,DAHOD,127,12,139,8.6%,1.079136691
HARYANA,MANESAR,445,42,487,8.6%,1.078028747
TELANGANA,MEDAK,53,5,58,8.6%,1.077586207
MAHARASHTRA,DHULE,170,16,186,8.6%,1.075268817
ANDHRA PRADESH,ANAKAPALLE,117,11,128,8.6%,1.07421875
ANDHRA PRADESH,TADEPALLE,96,9,105,8.6%,1.071428571
UTTAR PRADESH,DHANAURA,96,9,105,8.6%,1.071428571
ANDHRA PRADESH,GANNAVARAM,64,6,70,8.6%,1.071428571
GUJARAT,LIMBDI,64,6,70,8.6%,1.071428571
ANDHRA PRADESH,KANKIPADU,32,3,35,8.6%,1.071428571
ASSAM,SONAI,32,3,35,8.6%,1.071428571
GOA,BICHOLIM,32,3,35,8.6%,1.071428571
GUJARAT,VADNAGAR,32,3,35,8.6%,1.071428571
HARYANA,KOSLI,32,3,35,8.6%,1.071428571
MAHARASHTRA,KALAMNURI,32,3,35,8.6%,1.071428571
MAHARASHTRA,UMRED,32,3,35,8.6%,1.071428571
TELANGANA,MORTAD,32,3,35,8.6%,1.071428571
GUJARAT,OLPAD,107,10,117,8.5%,1.068376068
UTTAR PRADESH,BISAULI,75,7,82,8.5%,1.067073171
ANDHRA PRADESH,RAJAMPET,118,11,129,8.5%,1.065891473
MADHYA PRADESH,BHOPAL,7115,662,7777,8.5%,1.064034975
KARNATAKA,MUNDARGI,86,8,94,8.5%,1.063829787
HARYANA,FARRUKHNAGAR,43,4,47,8.5%,1.063829787
KARNATAKA,YELLAPUR,43,4,47,8.5%,1.063829787
MAHARASHTRA,AMBAD,43,4,47,8.5%,1.063829787
MAHARASHTRA,SAILU,43,4,47,8.5%,1.063829787
TAMIL NADU,VEERAKERALAMPUTHUR,43,4,47,8.5%,1.063829787
WEST BENGAL,RAGHUNATHPUR-II,43,4,47,8.5%,1.063829787
KARNATAKA,CHAMARAJANAGAR,226,21,247,8.5%,1.062753036
RAJASTHAN,TIJARA,97,9,106,8.5%,1.061320755
ANDHRA PRADESH,KODUR,54,5,59,8.5%,1.059322034
WEST BENGAL,NAWDA,54,5,59,8.5%,1.059322034
TAMIL NADU,KANGEYAM,227,21,248,8.5%,1.058467742
MAHARASHTRA,NIPHAD,119,11,130,8.5%,1.057692308
PUNJAB,GURDASPUR,119,11,130,8.5%,1.057692308
MADHYA PRADESH,AGAR,65,6,71,8.5%,1.056338028
BIHAR,PURNIA,163,15,178,8.4%,1.053370787
MAHARASHTRA,JUNNAR,163,15,178,8.4%,1.053370787
TAMIL NADU,KULATHUR,87,8,95,8.4%,1.052631579
TAMIL NADU,MELUR,98,9,107,8.4%,1.051401869
TELANGANA,KEESARA,131,12,143,8.4%,1.048951049
TELANGANA,SANGAREDDY,164,15,179,8.4%,1.047486034
GUJARAT,DASKROI,339,31,370,8.4%,1.047297297
GUJARAT,ANKLESHWAR,394,36,430,8.4%,1.046511628
KARNATAKA,HARAPANAHALLI,219,20,239,8.4%,1.046025105
MAHARASHTRA,SANGAMNER,176,16,192,8.3%,1.041666667
TELANGANA,JINNARAM,99,9,108,8.3%,1.041666667
TELANGANA,KODAD,99,9,108,8.3%,1.041666667
BIHAR,GOPALGANJ,66,6,72,8.3%,1.041666667
GUJARAT,JHAGADIA,66,6,72,8.3%,1.041666667
ANDHRA PRADESH,BHOGAPURAM,55,5,60,8.3%,1.041666667
ANDHRA PRADESH,URAVAKONDA,55,5,60,8.3%,1.041666667
MAHARASHTRA,WAI,55,5,60,8.3%,1.041666667
ANDHRA PRADESH,SABBAVARAM,44,4,48,8.3%,1.041666667
GUJARAT,UPLETA,44,4,48,8.3%,1.041666667
TELANGANA,BHAINSA,44,4,48,8.3%,1.041666667
WEST BENGAL,NANDA KUMAR,44,4,48,8.3%,1.041666667
WEST BENGAL,PANDABESWAR,44,4,48,8.3%,1.041666667
BIHAR,LAKHISARAI,33,3,36,8.3%,1.041666667
GUJARAT,MALIA,33,3,36,8.3%,1.041666667
JHARKHAND,CHANDRAPURA,33,3,36,8.3%,1.041666667
PUNJAB,PAYAL,33,3,36,8.3%,1.041666667
ANDHRA PRADESH,DENKADA,22,2,24,8.3%,1.041666667
BIHAR,DALSINGHSARAI,22,2,24,8.3%,1.041666667
CHHATTISGARH,GUNDERDEHI,22,2,24,8.3%,1.041666667
MAHARASHTRA,SHAHUWADI,22,2,24,8.3%,1.041666667
RAJASTHAN,RAISINGHNAGAR,22,2,24,8.3%,1.041666667
TELANGANA,SADASIVANAGAR,22,2,24,8.3%,1.041666667
TELANGANA,YELLAREDDIPET,22,2,24,8.3%,1.041666667
